ENSGene,Control_1,Control_2,SHSY5Y_1,SHSY5Y_2
ENSG00000275127,0,0,0,0
ENSG00000275128,0,0,0,0
ENSG00000275129,0,0,0,0
ENSG00000275130,0,0,0,0
ENSG00000275131,1037,1053,242,231
ENSG00000275132,0,0,0,0
ENSG00000275134,0,0,0,0
ENSG00000275138,0,0,0,0
ENSG00000275139,0,0,0,0
ENSG00000275140,0,0,0,0
ENSG00000275141,0,0,0,0
ENSG00000275143,0,0,0,0
ENSG00000275144,0,0,0,0
ENSG00000275146,0,0,0,0
ENSG00000275152,0,0,0,0
ENSG00000275154,0,0,0,0
ENSG00000275155,0,0,0,0
ENSG00000275157,0,0,0,0
ENSG00000275158,2,0,0,0
ENSG00000275160,32,29,27,31
ENSG00000275161,0,0,0,0
ENSG00000275162,0,0,0,0
ENSG00000275163,0,0,0,0
ENSG00000275166,0,0,0,0
ENSG00000275167,0,0,0,0
ENSG00000275170,0,0,0,0
ENSG00000275173,0,0,0,0
ENSG00000275174,0,0,0,0
ENSG00000275178,0,0,0,0
ENSG00000275180,0,0,0,0
ENSG00000275183,165,188,25,26
ENSG00000275185,0,0,0,0
ENSG00000275186,0,0,0,0
ENSG00000275191,0,0,0,0
ENSG00000275194,0,0,0,0
ENSG00000275197,0,0,0,0
ENSG00000275198,7,10,7,7
ENSG00000275201,0,0,0,0
ENSG00000275202,23,61,50,52
ENSG00000275206,0,0,0,0
ENSG00000275207,0,0,0,0
ENSG00000275208,0,0,0,0
ENSG00000275210,0,0,1,1
ENSG00000275212,0,5,0,0
ENSG00000275213,0,0,0,0
ENSG00000275215,0,0,0,0
ENSG00000275216,36,8,0,0
ENSG00000275219,0,0,0,0
ENSG00000275221,0,0,0,0
ENSG00000275222,0,0,0,0
ENSG00000275223,5,7,9,9
ENSG00000275226,0,0,0,0
ENSG00000275227,0,0,0,0
ENSG00000275228,0,0,0,0
ENSG00000275229,0,0,0,0
ENSG00000275230,0,0,0,0
ENSG00000275231,0,0,0,0
ENSG00000275232,0,0,0,0
ENSG00000275234,0,0,0,0
ENSG00000275236,0,0,0,0
ENSG00000275238,0,0,0,0
ENSG00000275239,1,1,3,2
ENSG00000275243,0,0,0,0
ENSG00000275248,0,0,0,0
ENSG00000275249,0,0,0,0
ENSG00000275250,0,0,0,0
ENSG00000275254,0,0,0,0
ENSG00000275256,0,0,0,0
ENSG00000275259,0,0,0,0
ENSG00000275263,1,4,6,7
ENSG00000275265,1,0,0,0
ENSG00000275266,0,0,0,0
ENSG00000275268,0,0,0,0
ENSG00000275273,0,0,0,0
ENSG00000275278,0,0,0,0
ENSG00000275280,0,0,0,0
ENSG00000275285,0,0,0,0
ENSG00000275286,0,0,0,0
ENSG00000275287,0,0,0,0
ENSG00000275291,0,0,0,2
ENSG00000275293,0,0,0,0
ENSG00000275294,6,1,7,7
ENSG00000275295,0,0,0,0
ENSG00000275296,0,0,0,0
ENSG00000275297,0,0,1,1
ENSG00000275302,0,0,0,0
ENSG00000275305,0,0,0,0
ENSG00000275307,0,0,0,0
ENSG00000275310,0,0,0,0
ENSG00000275312,0,0,0,0
ENSG00000275314,0,0,0,0
ENSG00000275315,0,0,0,0
ENSG00000275318,0,0,0,0
ENSG00000275319,0,0,0,0
ENSG00000275320,0,0,0,0
ENSG00000275322,68,50,0,0
ENSG00000275325,27,25,2,4
ENSG00000275327,0,0,0,0
ENSG00000275328,0,0,0,0
ENSG00000275329,4,4,5,5
ENSG00000275332,0,0,0,0
ENSG00000275334,0,0,0,0
ENSG00000275335,0,0,0,0
ENSG00000275337,0,0,0,0
ENSG00000275339,0,0,0,0
ENSG00000275340,0,0,0,0
ENSG00000275342,4819,4884,341,345
ENSG00000275343,0,0,0,0
ENSG00000275344,0,0,0,0
ENSG00000275345,0,0,0,0
ENSG00000275348,0,0,0,0
ENSG00000275350,0,0,0,0
ENSG00000275352,0,0,0,0
ENSG00000275355,0,0,0,0
ENSG00000275356,0,0,1,1
ENSG00000275358,0,0,0,0
ENSG00000275359,0,0,0,0
ENSG00000275360,0,0,0,0
ENSG00000275361,0,0,0,0
ENSG00000275362,0,0,0,0
ENSG00000275363,0,0,0,0
ENSG00000275367,26,36,4,2
ENSG00000275371,0,0,0,0
ENSG00000275372,0,0,0,0
ENSG00000275373,0,0,0,0
ENSG00000275374,0,0,15,10
ENSG00000275377,0,0,0,0
ENSG00000275379,0,0,6,5
ENSG00000275381,0,0,0,0
ENSG00000275383,4,3,0,0
ENSG00000275385,0,0,0,0
ENSG00000275386,0,0,0,0
ENSG00000275387,0,0,0,0
ENSG00000275389,0,0,0,0
ENSG00000275390,0,1,0,1
ENSG00000275391,0,0,0,0
ENSG00000275392,0,0,0,0
ENSG00000275393,0,0,0,0
ENSG00000275395,28,16,27,27
ENSG00000275400,0,0,0,0
ENSG00000275401,0,0,8,6
ENSG00000275405,0,0,0,0
ENSG00000275406,0,0,0,0
ENSG00000275409,4,1,4,4
ENSG00000275410,5,7,0,0
ENSG00000275411,0,0,0,0
ENSG00000275413,0,0,0,0
ENSG00000275414,0,0,0,0
ENSG00000275417,0,0,0,0
ENSG00000275418,0,0,0,0
ENSG00000275419,0,0,0,0
ENSG00000275423,0,0,0,0
ENSG00000275426,0,0,0,0
ENSG00000275427,0,0,0,0
ENSG00000275429,0,0,0,0
ENSG00000275431,0,0,0,0
ENSG00000275432,0,0,0,0
ENSG00000275437,0,0,0,0
ENSG00000275438,0,0,0,0
ENSG00000275441,0,0,0,0
ENSG00000275443,26,41,0,0
ENSG00000275445,0,0,1,0
ENSG00000275448,0,0,0,0
ENSG00000275449,0,0,0,0
ENSG00000275450,5,1,15,13
ENSG00000275451,0,0,0,0
ENSG00000275453,0,0,0,0
ENSG00000275454,0,0,0,0
ENSG00000275455,0,0,0,0
ENSG00000275457,5,8,41,48
ENSG00000275458,0,0,0,0
ENSG00000275460,0,0,0,0
ENSG00000275461,0,0,0,0
ENSG00000275464,83,77,527,537
ENSG00000275465,0,0,0,0
ENSG00000275467,0,0,0,0
ENSG00000275468,0,0,0,0
ENSG00000275469,0,0,0,0
ENSG00000275475,0,0,0,0
ENSG00000275476,0,0,0,0
ENSG00000275479,2,0,0,0
ENSG00000275480,0,0,0,0
ENSG00000275481,0,0,0,0
ENSG00000275484,0,0,0,0
ENSG00000275485,0,0,0,0
ENSG00000275488,0,0,0,0
ENSG00000275489,0,0,0,1
ENSG00000275490,0,0,0,0
ENSG00000275491,3,3,4,7
ENSG00000275493,5,0,7,3
ENSG00000275494,0,0,0,0
ENSG00000275496,3,2,0,0
ENSG00000275497,0,0,0,0
ENSG00000275502,0,0,0,0
ENSG00000275503,0,0,0,0
ENSG00000275504,0,0,0,0
ENSG00000275506,0,0,0,0
ENSG00000275508,0,0,0,0
ENSG00000275512,0,0,0,0
ENSG00000275515,0,0,0,0
ENSG00000275516,0,0,0,0
ENSG00000275518,0,0,0,0
ENSG00000275519,0,0,0,0
ENSG00000275520,0,0,0,0
ENSG00000275523,0,0,0,0
ENSG00000275524,0,0,0,0
ENSG00000275527,0,0,0,0
ENSG00000275529,0,0,0,0
ENSG00000275532,0,1,9,7
ENSG00000275538,0,0,0,0
ENSG00000275540,2,0,2,2
ENSG00000275547,0,0,0,0
ENSG00000275549,1,4,2,3
ENSG00000275550,0,0,0,0
ENSG00000275552,0,2,0,0
ENSG00000275553,0,0,0,0
ENSG00000275557,0,0,0,0
ENSG00000275558,0,0,0,0
ENSG00000275559,0,0,0,0
ENSG00000275562,0,0,0,0
ENSG00000275563,0,0,0,0
ENSG00000275567,0,0,0,0
ENSG00000275569,0,0,0,0
ENSG00000275572,0,0,0,0
ENSG00000275576,0,0,0,0
ENSG00000275578,0,0,0,0
ENSG00000275580,0,0,0,0
ENSG00000275582,0,0,0,0
ENSG00000275585,0,0,0,0
ENSG00000275586,0,0,0,0
ENSG00000275588,0,0,0,0
ENSG00000275589,0,0,0,0
ENSG00000275591,24,28,514,507
ENSG00000275592,0,0,0,0
ENSG00000275597,0,0,0,0
ENSG00000275598,0,0,0,0
ENSG00000275601,0,0,0,0
ENSG00000275607,0,0,0,0
ENSG00000275609,0,0,0,0
ENSG00000275610,0,0,0,0
ENSG00000275612,0,0,0,0
ENSG00000275613,0,0,0,0
ENSG00000275616,0,0,0,0
ENSG00000275620,0,0,0,0
ENSG00000275625,0,0,0,0
ENSG00000275628,0,0,0,0
ENSG00000275630,5,3,2,2
ENSG00000275631,0,0,0,0
ENSG00000275632,0,0,0,0
ENSG00000275634,0,0,0,0
ENSG00000275635,0,0,0,0
ENSG00000275636,0,0,0,1
ENSG00000275638,0,0,0,0
ENSG00000275640,0,0,0,0
ENSG00000275642,0,0,0,0
ENSG00000275643,0,0,0,0
ENSG00000275645,2,2,5,3
ENSG00000275646,0,0,0,0
ENSG00000275647,0,0,0,0
ENSG00000275649,0,0,0,1
ENSG00000275651,0,0,0,0
ENSG00000275652,0,0,0,0
ENSG00000275654,0,0,0,0
ENSG00000275655,0,0,0,0
ENSG00000275656,0,0,0,0
ENSG00000275661,0,0,0,0
ENSG00000275662,0,0,0,0
ENSG00000275663,0,0,0,0
ENSG00000275664,0,0,0,0
ENSG00000275665,0,0,0,0
ENSG00000275666,0,0,0,0
ENSG00000275667,0,0,0,0
ENSG00000275669,0,0,0,0
ENSG00000275670,0,0,0,0
ENSG00000275672,0,0,0,0
ENSG00000275674,70,67,766,742
ENSG00000275675,0,0,0,0
ENSG00000275676,0,0,0,0
ENSG00000275678,0,0,0,0
ENSG00000275680,0,0,0,0
ENSG00000275681,0,0,0,0
ENSG00000275688,0,0,0,0
ENSG00000275689,0,0,0,0
ENSG00000275691,0,0,0,0
ENSG00000275692,0,0,0,0
ENSG00000275693,0,0,0,0
ENSG00000275695,6,3,15,5
ENSG00000275696,0,0,0,0
ENSG00000275700,927,900,2362,2361
ENSG00000275703,0,0,0,0
ENSG00000275708,0,0,0,0
ENSG00000275709,0,0,0,0
ENSG00000275710,0,0,0,0
ENSG00000275711,0,0,0,0
ENSG00000275713,8,15,122,121
ENSG00000275714,1,4,15,17
ENSG00000275716,0,0,0,0
ENSG00000275718,0,0,0,0
ENSG00000275719,0,0,3,1
ENSG00000275720,0,0,2,2
ENSG00000275722,0,0,0,0
ENSG00000275725,0,0,0,0
ENSG00000275726,0,0,0,0
ENSG00000275728,0,0,2,2
ENSG00000275733,0,0,0,0
ENSG00000275734,24,25,22,25
ENSG00000275740,5,4,47,47
ENSG00000275741,51,52,154,152
ENSG00000275743,0,0,0,0
ENSG00000275745,0,0,0,0
ENSG00000275747,0,0,0,0
ENSG00000275756,0,0,0,0
ENSG00000275757,0,0,0,0
ENSG00000275759,11,4,7,10
ENSG00000275763,5,9,27,27
ENSG00000275764,0,0,0,0
ENSG00000275765,0,0,0,0
ENSG00000275767,1,0,0,0
ENSG00000275768,0,0,0,0
ENSG00000275769,0,0,0,0
ENSG00000275770,0,0,0,0
ENSG00000275771,0,0,0,0
ENSG00000275772,0,0,0,0
ENSG00000275773,0,0,0,0
ENSG00000275774,0,0,0,0
ENSG00000275776,0,0,0,0
ENSG00000275778,0,0,0,0
ENSG00000275785,3,5,0,0
ENSG00000275787,0,0,0,0
ENSG00000275788,0,0,0,0
ENSG00000275789,0,0,0,0
ENSG00000275791,3,2,0,0
ENSG00000275793,3,6,2,5
ENSG00000275799,0,0,0,0
ENSG00000275800,0,0,0,0
ENSG00000275801,0,0,0,0
ENSG00000275803,0,0,0,0
ENSG00000275805,0,0,0,0
ENSG00000275807,0,0,0,0
ENSG00000275808,0,0,0,0
ENSG00000275810,0,0,0,0
ENSG00000275811,0,0,0,0
ENSG00000275812,0,0,0,0
ENSG00000275816,1,0,0,0
ENSG00000275818,0,0,0,0
ENSG00000275823,0,0,0,0
ENSG00000275826,0,0,0,0
ENSG00000275827,0,0,0,0
ENSG00000275828,0,0,0,0
ENSG00000275830,1,0,0,0
ENSG00000275832,11456,11688,1288,1268
ENSG00000275833,0,0,0,0
ENSG00000275834,0,0,0,0
ENSG00000275835,681,645,898,893
ENSG00000275836,0,0,0,0
ENSG00000275839,0,0,0,0
ENSG00000275840,0,0,0,0
ENSG00000275842,0,0,0,0
ENSG00000275846,2,0,1,1
ENSG00000275850,0,0,0,0
ENSG00000275852,0,0,0,0
ENSG00000275853,0,0,0,0
ENSG00000275854,0,0,0,0
ENSG00000275856,0,0,0,0
ENSG00000275857,0,0,0,0
ENSG00000275859,0,0,0,0
ENSG00000275860,0,0,1,0
ENSG00000275862,0,0,0,0
ENSG00000275863,0,0,0,0
ENSG00000275866,0,0,0,0
ENSG00000275868,0,0,0,0
ENSG00000275869,1,0,6,4
ENSG00000275871,0,0,0,0
ENSG00000275874,0,0,3,3
ENSG00000275875,0,0,2,1
ENSG00000275877,0,0,0,0
ENSG00000275878,0,0,0,0
ENSG00000275880,12,14,0,0
ENSG00000275881,0,0,0,0
ENSG00000275882,2,5,2,2
ENSG00000275888,0,0,0,0
ENSG00000275894,0,0,0,0
ENSG00000275895,25,35,70,56
ENSG00000275896,0,0,0,0
ENSG00000275897,3,0,1,0
ENSG00000275898,0,0,0,0
ENSG00000275900,0,0,0,0
ENSG00000275901,0,0,0,0
ENSG00000275902,0,0,0,0
ENSG00000275904,0,0,0,0
ENSG00000275905,0,0,0,0
ENSG00000275906,0,0,0,0
ENSG00000275908,0,0,0,0
ENSG00000275909,0,0,0,0
ENSG00000275910,0,0,0,0
ENSG00000275915,0,0,0,0
ENSG00000275919,0,0,0,0
ENSG00000275923,0,0,0,0
ENSG00000275924,0,0,0,0
ENSG00000275927,0,0,0,0
ENSG00000275928,0,0,0,0
ENSG00000275929,0,0,0,0
ENSG00000275930,0,0,0,0
ENSG00000275933,0,0,0,0
ENSG00000275936,0,0,0,0
ENSG00000275939,0,0,0,0
ENSG00000275940,0,0,0,0
ENSG00000275942,0,0,0,0
ENSG00000275944,0,0,0,0
ENSG00000275945,0,0,0,0
ENSG00000275948,0,0,0,0
ENSG00000275950,0,0,0,0
ENSG00000275953,0,0,0,0
ENSG00000275954,0,0,0,0
ENSG00000275956,0,0,0,0
ENSG00000275958,0,0,0,0
ENSG00000275959,0,0,0,0
ENSG00000275961,0,0,0,0
ENSG00000275963,1,8,1,1
ENSG00000275964,78,60,124,133
ENSG00000275965,0,0,0,0
ENSG00000275967,0,0,0,0
ENSG00000275968,0,0,0,0
ENSG00000275969,0,0,0,0
ENSG00000275971,0,0,0,0
ENSG00000275975,0,0,0,0
ENSG00000275976,0,0,0,0
ENSG00000275978,0,0,0,0
ENSG00000275980,0,0,0,0
ENSG00000275981,0,0,0,0
ENSG00000275982,0,0,0,0
ENSG00000275987,0,0,0,0
ENSG00000275989,0,3,1,1
ENSG00000275992,0,0,0,0
ENSG00000275993,10,6,77,94
ENSG00000275994,0,0,0,0
ENSG00000275995,0,0,0,0
ENSG00000275996,0,0,0,0
ENSG00000275997,0,0,0,0
ENSG00000276002,0,0,0,0
ENSG00000276003,0,0,0,0
ENSG00000276006,0,0,0,0
ENSG00000276007,0,0,0,0
ENSG00000276012,0,0,0,0
ENSG00000276014,0,0,0,0
ENSG00000276015,0,0,0,0
ENSG00000276017,0,0,0,0
ENSG00000276019,0,0,0,0
ENSG00000276023,1821,1749,513,510
ENSG00000276027,0,0,0,0
ENSG00000276029,0,0,0,0
ENSG00000276030,0,0,1,1
ENSG00000276031,0,0,0,0
ENSG00000276036,0,0,0,0
ENSG00000276039,0,0,0,0
ENSG00000276040,0,0,0,0
ENSG00000276043,662,572,5355,5367
ENSG00000276045,464,510,325,324
ENSG00000276046,0,0,0,0
ENSG00000276047,0,0,0,0
ENSG00000276048,0,0,0,0
ENSG00000276050,0,0,0,0
ENSG00000276054,0,0,0,0
ENSG00000276055,0,0,0,0
ENSG00000276057,0,0,0,0
ENSG00000276058,0,0,0,0
ENSG00000276063,0,0,0,0
ENSG00000276064,0,0,0,0
ENSG00000276067,0,0,4,4
ENSG00000276070,0,1,0,0
ENSG00000276071,2,17,16,16
ENSG00000276074,0,0,0,0
ENSG00000276075,14,12,13,11
ENSG00000276076,0,2,2,0
ENSG00000276077,0,0,0,0
ENSG00000276081,0,0,0,0
ENSG00000276083,0,0,0,0
ENSG00000276085,0,0,0,0
ENSG00000276087,0,0,0,0
ENSG00000276088,0,0,0,0
ENSG00000276089,0,0,0,0
ENSG00000276092,0,0,0,0
ENSG00000276093,1,1,0,0
ENSG00000276094,0,0,0,0
ENSG00000276095,0,0,0,0
ENSG00000276096,0,0,0,0
ENSG00000276097,0,0,0,0
ENSG00000276098,0,0,0,0
ENSG00000276100,0,0,0,0
ENSG00000276101,0,0,0,0
ENSG00000276102,0,0,0,0
ENSG00000276103,0,0,0,0
ENSG00000276105,0,0,0,0
ENSG00000276107,0,0,0,0
ENSG00000276109,0,0,0,0
ENSG00000276110,1,0,9,9
ENSG00000276115,0,0,0,0
ENSG00000276116,0,0,0,0
ENSG00000276118,0,0,0,0
ENSG00000276119,0,0,0,0
ENSG00000276121,0,0,1,0
ENSG00000276122,0,0,0,0
ENSG00000276123,0,0,0,0
ENSG00000276124,0,0,0,0
ENSG00000276127,0,0,0,0
ENSG00000276128,0,0,3,3
ENSG00000276131,0,0,0,0
ENSG00000276136,4,0,1,1
ENSG00000276137,0,0,0,0
ENSG00000276138,0,0,0,0
ENSG00000276140,0,0,0,0
ENSG00000276141,398,369,3,3
ENSG00000276147,0,0,0,0
ENSG00000276148,0,0,0,0
ENSG00000276149,0,0,0,0
ENSG00000276150,0,0,0,0
ENSG00000276156,0,0,0,0
ENSG00000276158,0,0,0,0
ENSG00000276160,0,0,0,0
ENSG00000276161,0,0,0,0
ENSG00000276162,0,0,0,0
ENSG00000276164,0,0,0,0
ENSG00000276166,0,0,0,0
ENSG00000276168,0,0,0,0
ENSG00000276169,0,0,0,0
ENSG00000276170,0,0,0,0
ENSG00000276172,0,0,0,0
ENSG00000276174,0,0,0,0
ENSG00000276176,0,0,0,0
ENSG00000276178,0,0,0,0
ENSG00000276179,0,0,0,0
ENSG00000276180,151,130,173,164
ENSG00000276181,0,0,0,0
ENSG00000276183,0,0,0,0
ENSG00000276185,0,0,0,0
ENSG00000276188,0,0,2,3
ENSG00000276189,0,0,0,0
ENSG00000276193,0,0,0,0
ENSG00000276197,0,0,0,0
ENSG00000276200,0,0,0,0
ENSG00000276202,0,0,0,0
ENSG00000276203,0,0,4,0
ENSG00000276204,0,0,0,0
ENSG00000276205,0,0,0,0
ENSG00000276206,0,0,0,0
ENSG00000276208,0,0,0,0
ENSG00000276210,0,0,1,0
ENSG00000276213,0,0,0,0
ENSG00000276214,0,0,0,0
ENSG00000276216,0,0,3,3
ENSG00000276221,0,0,0,0
ENSG00000276223,0,0,0,0
ENSG00000276225,0,0,0,0
ENSG00000276229,0,0,0,0
ENSG00000276231,1,1,0,0
ENSG00000276232,0,0,0,0
ENSG00000276233,0,0,0,0
ENSG00000276234,289,301,782,762
ENSG00000276240,0,0,0,0
ENSG00000276241,0,0,0,0
ENSG00000276248,0,0,0,0
ENSG00000276250,0,0,0,0
ENSG00000276251,0,0,0,0
ENSG00000276255,3,2,2,2
ENSG00000276256,41,53,762,774
ENSG00000276257,0,0,0,0
ENSG00000276259,0,0,0,0
ENSG00000276261,0,0,0,0
ENSG00000276266,0,0,0,0
ENSG00000276269,0,0,0,0
ENSG00000276270,0,0,0,0
ENSG00000276272,0,1,18,17
ENSG00000276277,0,0,0,0
ENSG00000276278,0,0,0,0
ENSG00000276281,0,0,0,0
ENSG00000276282,0,0,0,0
ENSG00000276289,3,0,0,0
ENSG00000276290,0,0,0,0
ENSG00000276291,367,367,204,226
ENSG00000276292,0,0,0,0
ENSG00000276293,4243,4428,6931,6896
ENSG00000276294,0,0,0,0
ENSG00000276298,0,0,0,0
ENSG00000276302,4,11,33,37
ENSG00000276304,0,0,0,0
ENSG00000276308,15,5,0,0
ENSG00000276309,0,0,0,0
ENSG00000276311,0,0,0,0
ENSG00000276312,0,0,0,0
ENSG00000276314,0,0,0,0
ENSG00000276316,0,0,0,0
ENSG00000276317,0,0,0,0
ENSG00000276318,0,0,0,0
ENSG00000276319,0,0,0,0
ENSG00000276326,0,0,0,0
ENSG00000276332,0,0,0,0
ENSG00000276334,0,0,0,0
ENSG00000276337,0,0,0,0
ENSG00000276345,59,26,9,10
ENSG00000276348,0,0,0,0
ENSG00000276350,0,0,0,0
ENSG00000276351,0,0,0,0
ENSG00000276352,2,1,0,0
ENSG00000276353,0,0,0,0
ENSG00000276359,0,0,0,0
ENSG00000276362,0,0,0,0
ENSG00000276365,0,0,0,0
ENSG00000276366,0,0,0,0
ENSG00000276368,0,0,13,12
ENSG00000276375,0,0,0,0
ENSG00000276376,0,0,0,0
ENSG00000276380,0,0,0,1
ENSG00000276384,0,0,0,0
ENSG00000276385,0,0,0,0
ENSG00000276386,3,0,1,0
ENSG00000276388,0,0,0,0
ENSG00000276390,0,0,0,0
ENSG00000276391,0,0,0,0
ENSG00000276393,0,0,0,0
ENSG00000276396,0,0,0,0
ENSG00000276397,0,0,0,0
ENSG00000276398,0,0,0,0
ENSG00000276399,0,0,7,6
ENSG00000276400,0,0,0,0
ENSG00000276403,0,2,0,0
ENSG00000276404,0,0,0,0
ENSG00000276405,1,1,0,0
ENSG00000276406,2,0,0,0
ENSG00000276407,0,0,0,0
ENSG00000276408,0,0,0,0
ENSG00000276409,0,0,0,0
ENSG00000276410,0,1,2,2
ENSG00000276411,0,0,0,0
ENSG00000276412,0,0,1,1
ENSG00000276413,0,0,0,0
ENSG00000276417,0,0,0,0
ENSG00000276418,0,0,7,3
ENSG00000276422,0,0,0,0
ENSG00000276426,0,0,0,0
ENSG00000276427,0,0,0,0
ENSG00000276428,0,0,0,0
ENSG00000276430,0,0,0,0
ENSG00000276431,0,0,0,0
ENSG00000276434,0,0,0,0
ENSG00000276436,1,3,4,2
ENSG00000276442,0,0,0,0
ENSG00000276445,2,0,4,4
ENSG00000276449,0,0,0,0
ENSG00000276454,0,0,0,0
ENSG00000276457,0,0,0,0
ENSG00000276460,0,0,0,0
ENSG00000276462,0,0,0,0
ENSG00000276467,0,0,0,0
ENSG00000276470,0,0,0,0
ENSG00000276471,0,0,0,0
ENSG00000276473,0,0,0,0
ENSG00000276474,0,0,0,0
ENSG00000276475,0,0,1,1
ENSG00000276476,0,0,0,0
ENSG00000276478,0,0,0,0
ENSG00000276479,0,0,0,0
ENSG00000276484,0,0,0,0
ENSG00000276486,0,0,0,0
ENSG00000276487,0,0,0,0
ENSG00000276488,0,0,0,0
ENSG00000276489,0,0,0,0
ENSG00000276490,0,0,0,0
ENSG00000276493,0,0,0,0
ENSG00000276494,0,0,0,0
ENSG00000276496,0,0,0,0
ENSG00000276500,0,0,0,0
ENSG00000276502,0,0,0,0
ENSG00000276505,0,0,0,0
ENSG00000276507,0,0,0,0
ENSG00000276508,0,0,0,0
ENSG00000276509,0,0,0,0
ENSG00000276514,0,0,0,0
ENSG00000276517,0,0,0,0
ENSG00000276519,0,0,0,0
ENSG00000276520,0,0,0,0
ENSG00000276521,0,0,0,0
ENSG00000276522,0,0,0,0
ENSG00000276523,0,0,0,0
ENSG00000276524,0,0,0,0
ENSG00000276525,0,0,0,0
ENSG00000276527,4,3,1,1
ENSG00000276528,0,0,0,0
ENSG00000276529,6,8,111,113
ENSG00000276530,0,0,0,0
ENSG00000276531,0,0,0,0
ENSG00000276532,0,0,0,0
ENSG00000276533,0,0,0,0
ENSG00000276535,0,0,0,0
ENSG00000276538,0,0,0,0
ENSG00000276540,0,0,0,0
ENSG00000276542,0,0,0,0
ENSG00000276544,0,0,0,0
ENSG00000276545,0,0,0,0
ENSG00000276546,0,0,0,0
ENSG00000276547,0,0,0,0
ENSG00000276548,0,0,0,0
ENSG00000276550,1891,1938,3096,3156
ENSG00000276556,0,0,0,0
ENSG00000276557,0,0,0,0
ENSG00000276562,0,0,0,0
ENSG00000276563,0,0,0,0
ENSG00000276564,0,0,0,0
ENSG00000276566,0,0,0,0
ENSG00000276568,0,0,0,0
ENSG00000276569,0,0,0,0
ENSG00000276570,28,30,90,96
ENSG00000276571,0,0,0,0
ENSG00000276573,0,0,0,0
ENSG00000276575,0,0,0,0
ENSG00000276576,0,0,0,0
ENSG00000276577,0,0,0,0
ENSG00000276578,0,0,0,0
ENSG00000276580,0,0,0,0
ENSG00000276581,0,0,0,0
ENSG00000276584,0,0,0,0
ENSG00000276586,0,0,0,0
ENSG00000276588,0,0,0,0
ENSG00000276592,0,0,0,0
ENSG00000276593,0,0,0,0
ENSG00000276596,0,0,0,0
ENSG00000276597,0,0,0,0
ENSG00000276598,0,0,0,0
ENSG00000276599,0,0,0,0
ENSG00000276600,303,343,23,21
ENSG00000276601,0,0,0,0
ENSG00000276603,0,0,0,0
ENSG00000276605,0,0,0,0
ENSG00000276609,0,0,0,0
ENSG00000276610,0,0,0,0
ENSG00000276612,2,0,4,5
ENSG00000276620,0,0,0,0
ENSG00000276622,0,0,0,0
ENSG00000276623,0,0,0,0
ENSG00000276626,0,0,0,0
ENSG00000276627,2,0,0,0
ENSG00000276631,0,0,0,1
ENSG00000276632,0,0,0,0
ENSG00000276633,0,0,0,0
ENSG00000276637,0,0,0,0
ENSG00000276638,0,0,0,0
ENSG00000276639,0,0,0,0
ENSG00000276641,0,0,0,0
ENSG00000276642,0,0,0,0
ENSG00000276643,0,0,0,0
ENSG00000276644,46,58,623,608
ENSG00000276645,0,0,0,0
ENSG00000276647,0,0,0,0
ENSG00000276649,13,19,1,1
ENSG00000276650,0,0,0,0
ENSG00000276651,2,1,5,5
ENSG00000276653,0,0,0,0
ENSG00000276656,0,0,0,0
ENSG00000276662,0,0,0,0
ENSG00000276663,0,0,0,0
ENSG00000276664,0,0,0,0
ENSG00000276667,0,0,0,0
ENSG00000276668,0,0,0,0
ENSG00000276669,0,0,0,0
ENSG00000276670,0,0,0,0
ENSG00000276672,0,0,0,0
ENSG00000276673,0,0,0,0
ENSG00000276674,0,0,0,0
ENSG00000276675,0,0,0,0
ENSG00000276678,0,0,0,0
ENSG00000276680,0,0,0,0
ENSG00000276685,0,0,0,0
ENSG00000276687,0,0,0,0
ENSG00000276688,0,0,0,0
ENSG00000276689,0,0,0,0
ENSG00000276690,0,0,0,0
ENSG00000276691,0,0,0,0
ENSG00000276693,0,0,0,0
ENSG00000276696,0,0,0,0
ENSG00000276698,0,0,0,0
ENSG00000276699,0,0,0,0
ENSG00000276700,0,0,1,2
ENSG00000276702,0,0,0,0
ENSG00000276703,0,0,0,0
ENSG00000276704,0,0,0,0
ENSG00000276706,0,0,0,0
ENSG00000276707,0,0,0,0
ENSG00000276710,82,70,330,312
ENSG00000276711,0,0,0,0
ENSG00000276712,0,0,0,0
ENSG00000276713,0,0,0,0
ENSG00000276715,0,0,1,0
ENSG00000276717,1,2,0,0
ENSG00000276718,0,0,0,0
ENSG00000276721,0,0,0,0
ENSG00000276722,0,0,0,0
ENSG00000276723,0,0,0,0
ENSG00000276724,0,0,0,0
ENSG00000276727,0,1,0,0
ENSG00000276728,39,27,28,26
ENSG00000276729,0,0,0,0
ENSG00000276730,0,0,0,0
ENSG00000276733,0,0,0,0
ENSG00000276735,0,0,0,0
ENSG00000276738,0,0,0,0
ENSG00000276740,0,0,0,0
ENSG00000276742,3,1,11,11
ENSG00000276744,0,0,0,0
ENSG00000276746,0,0,0,0
ENSG00000276747,0,0,0,0
ENSG00000276753,0,0,0,0
ENSG00000276754,0,0,0,0
ENSG00000276755,0,0,0,0
ENSG00000276756,0,0,0,0
ENSG00000276757,0,0,0,0
ENSG00000276758,0,0,0,0
ENSG00000276759,0,0,0,0
ENSG00000276760,0,0,0,0
ENSG00000276763,0,0,0,0
ENSG00000276764,0,0,0,0
ENSG00000276765,0,0,0,0
